conforming_loan_limit,preapproval,loan_term,aus_1,applicant_age,applicant_credit_score_type,combined_loan_to_value_ratio,property_value,income,debt_to_income_ratio,loan_amount,applicant_ethnicity_1,applicant_race_1,applicant_sex,action_taken
1,0,39,1,0,2,75.82,65000.0,70.0,2,45000.0,0,4,1,0
1,0,39,0,0,2,96.5,135000.0,42.0,10,125000.0,1,4,1,0
2,0,39,5,1,0,57.87,1175000.0,136.0,15,685000.0,1,4,0,0
1,0,39,1,0,2,98.8,435000.0,98.0,15,425000.0,1,4,1,0
1,0,39,0,1,1,101.2,305000.0,73.0,15,305000.0,1,4,0,0
1,0,39,0,0,0,92.81,165000.0,118.0,9,145000.0,0,4,0,0
1,0,39,0,1,0,80.0,345000.0,38.0,19,275000.0,0,4,0,0
1,0,39,0,1,1,75.0,135000.0,155.0,2,95000.0,1,1,0,0
1,0,39,0,1,2,100.7,235000.0,113.0,1,235000.0,1,2,1,0
1,0,39,0,0,1,92.76,225000.0,175.0,9,205000.0,0,5,0,0
1,0,39,0,1,2,65.0,485000.0,250.0,18,315000.0,1,1,1,0
1,0,39,0,1,1,89.29,285000.0,73.0,4,255000.0,1,4,0,0
1,0,39,0,1,0,94.17,225000.0,72.0,8,215000.0,1,4,0,0
1,0,39,0,0,2,99.37,415000.0,98.0,13,405000.0,0,4,1,0
1,0,39,0,1,2,86.88,325000.0,65.0,10,285000.0,1,4,0,0
1,0,3,5,1,0,106.0,115000.0,74.0,19,15000.0,1,4,0,0
1,0,39,0,0,1,80.0,235000.0,77.0,17,185000.0,2,5,0,0
1,0,39,0,0,2,61.17,515000.0,64.0,17,315000.0,0,4,0,0
1,0,39,0,1,2,74.77,535000.0,485.0,1,405000.0,2,5,0,0
1,0,39,1,1,0,95.0,325000.0,70.0,17,305000.0,1,4,0,0
1,0,39,0,1,0,64.82,545000.0,109.0,6,355000.0,1,2,1,0
1,0,24,1,1,1,95.0,85000.0,39.0,16,75000.0,2,5,0,0
1,0,39,0,1,0,97.0,135000.0,49.0,17,135000.0,1,4,0,0
1,0,39,0,1,2,96.5,145000.0,72.0,2,145000.0,1,4,0,0
2,0,39,0,1,2,82.54,735000.0,210.0,1,605000.0,1,4,0,0
1,0,39,0,1,1,96.5,125000.0,42.0,14,125000.0,1,4,0,0
1,0,14,0,1,0,117.13,125000.0,52.0,13,155000.0,1,4,0,0
1,0,28,0,0,1,92.78,185000.0,61.0,15,165000.0,1,4,1,0
1,0,39,0,0,6,96.5,305000.0,58.0,7,295000.0,2,5,0,0
1,0,39,0,0,0,89.04,235000.0,77.0,2,205000.0,1,4,0,0
1,0,39,0,1,2,96.5,295000.0,89.0,17,285000.0,0,4,0,0
1,0,39,0,1,2,46.97,335000.0,88.0,17,155000.0,0,4,0,0
1,0,39,1,0,1,104.5,155000.0,28.0,17,155000.0,2,5,0,0
1,0,39,0,1,2,106.7,255000.0,54.0,4,265000.0,1,2,1,0
2,0,39,0,0,1,85.0,665000.0,0.0,18,565000.0,2,1,0,0
1,0,39,0,0,1,66.76,185000.0,29.0,19,125000.0,1,7,0,0
1,0,39,0,1,0,100.0,275000.0,40.0,17,285000.0,1,4,0,0
1,0,39,0,1,1,88.0,405000.0,63.0,13,345000.0,0,4,1,0
1,0,39,0,1,2,100.0,245000.0,27.0,19,245000.0,0,4,0,0
1,0,14,0,1,1,75.0,575000.0,349.0,18,415000.0,1,4,0,0
1,0,39,0,0,1,98.52,265000.0,61.0,17,265000.0,1,4,1,0
1,0,39,0,1,1,96.5,215000.0,50.0,19,215000.0,1,4,1,0
1,0,39,0,1,2,100.0,315000.0,104.0,2,315000.0,1,4,0,0
1,0,39,0,1,1,74.6,315000.0,39.0,19,235000.0,1,5,1,0
1,0,39,0,0,2,87.58,215000.0,26.0,17,185000.0,1,4,0,0
1,0,39,0,1,0,96.5,385000.0,104.0,19,375000.0,0,4,1,0
1,0,39,0,1,1,95.09,295000.0,88.0,17,285000.0,0,4,0,0
1,0,39,0,1,0,80.0,165000.0,0.0,18,125000.0,1,4,1,0
2,0,39,0,1,2,90.32,575000.0,167.0,11,515000.0,1,4,0,0
1,0,39,0,1,2,81.13,155000.0,0.0,18,125000.0,1,4,1,0
1,0,39,0,1,2,125.77,175000.0,48.0,10,225000.0,0,4,0,0
1,0,39,0,1,1,120.35,275000.0,62.0,8,325000.0,0,4,0,0
1,0,39,0,1,2,70.0,505000.0,51.0,17,355000.0,1,4,0,0
1,0,39,0,1,0,95.0,475000.0,0.0,18,455000.0,1,1,0,0
1,0,39,0,1,1,91.0,205000.0,58.0,17,185000.0,0,4,0,0
1,0,39,0,1,2,87.17,185000.0,39.0,10,165000.0,1,4,0,0
1,0,39,1,1,0,95.0,105000.0,58.0,2,95000.0,1,4,0,0
1,0,39,0,1,6,83.55,305000.0,79.0,2,255000.0,1,4,1,0
1,0,39,0,1,2,83.9,415000.0,91.0,11,345000.0,0,4,0,0
1,0,39,1,1,1,95.7,465000.0,135.0,2,445000.0,2,5,0,0
1,0,39,0,1,0,100.0,185000.0,83.0,1,175000.0,1,4,0,0
1,0,39,0,1,2,90.0,495000.0,169.0,19,445000.0,2,5,0,0
1,0,39,0,1,2,95.0,585000.0,85.0,17,555000.0,1,4,0,0
1,0,39,0,1,0,96.5,145000.0,50.0,17,135000.0,2,5,1,0
1,0,3,0,1,0,39.23,135000.0,48.0,1,55000.0,0,5,1,0
1,0,39,0,1,2,102.11,195000.0,53.0,2,195000.0,1,4,0,0
1,0,39,0,1,2,96.5,155000.0,27.0,15,145000.0,2,5,1,0
1,0,39,0,1,0,95.0,455000.0,64.0,17,435000.0,2,5,0,0
1,0,39,0,1,1,50.0,875000.0,57.0,19,435000.0,1,1,0,0
1,0,39,0,1,2,78.33,265000.0,38.0,19,205000.0,1,1,1,0
1,0,14,0,1,2,80.0,315000.0,5.0,19,235000.0,0,4,0,0
1,0,39,5,1,6,101.31,175000.0,28.0,14,175000.0,1,4,1,0
1,0,39,0,1,1,96.5,105000.0,31.0,17,105000.0,2,5,1,0
1,0,39,0,1,2,96.5,405000.0,0.0,18,395000.0,1,2,1,0
1,0,39,0,1,0,98.28,345000.0,73.0,13,345000.0,0,4,0,0
1,0,39,0,1,1,90.0,605000.0,98.0,19,455000.0,2,5,0,0
1,0,39,0,1,0,96.5,325000.0,0.0,19,315000.0,0,4,0,0
1,0,14,1,1,1,97.0,265000.0,101.0,2,255000.0,1,1,0,0
1,0,39,0,1,1,78.71,415000.0,88.0,12,325000.0,1,4,1,0
1,0,39,0,1,1,90.0,545000.0,120.0,10,485000.0,2,5,0,0
1,0,39,0,1,1,76.13,595000.0,0.0,18,455000.0,1,1,0,0
1,0,39,0,1,2,96.5,225000.0,7.0,19,225000.0,2,4,1,0
1,0,39,0,1,1,96.5,315000.0,32.0,19,305000.0,1,4,0,0
1,0,39,5,1,1,82.29,705000.0,109.0,10,575000.0,2,5,1,0
1,0,39,0,1,2,96.5,485000.0,97.0,17,455000.0,0,4,0,0
1,0,39,0,1,2,96.88,165000.0,66.0,10,155000.0,1,4,0,0
1,0,39,0,1,1,96.5,275000.0,0.0,18,275000.0,1,4,1,0
1,0,39,0,1,0,96.5,235000.0,50.0,19,225000.0,2,4,1,0
1,0,39,0,1,2,67.65,345000.0,52.0,4,235000.0,1,4,0,0
1,0,39,0,1,0,74.58,475000.0,50.0,17,355000.0,0,4,0,0
1,0,39,3,1,6,100.47,185000.0,44.0,15,185000.0,0,2,1,0
1,0,39,0,1,1,114.46,105000.0,53.0,3,115000.0,1,4,0,0
1,0,39,1,1,0,89.26,245000.0,40.0,12,215000.0,0,4,0,0
1,0,39,0,1,2,96.5,255000.0,33.0,19,255000.0,0,4,0,0
1,0,39,0,1,1,98.36,505000.0,136.0,15,505000.0,1,4,1,0
1,0,39,0,1,1,85.0,345000.0,61.0,16,285000.0,0,4,0,0
1,0,28,0,1,0,82.87,365000.0,72.0,12,305000.0,0,4,1,0
1,0,39,1,1,2,109.67,135000.0,54.0,14,155000.0,1,2,1,0
1,0,39,0,1,2,87.43,525000.0,122.0,17,465000.0,0,4,0,0
1,0,39,0,1,2,77.5,415000.0,58.0,17,315000.0,1,4,1,0
1,0,39,0,1,2,96.5,235000.0,86.0,14,225000.0,0,4,0,0
1,0,39,0,1,2,79.07,575000.0,72.0,15,345000.0,0,4,1,0
1,0,39,0,1,1,111.1,225000.0,63.0,3,255000.0,1,4,0,0
1,0,39,0,1,0,80.0,275000.0,36.0,19,215000.0,1,4,0,0
2,0,39,0,1,2,89.98,905000.0,82.0,19,675000.0,1,4,0,0
1,0,39,0,1,1,97.0,195000.0,51.0,8,195000.0,0,4,1,0
1,0,39,0,1,0,115.63,315000.0,111.0,8,375000.0,2,5,0,0
1,0,3,5,2,0,0.0,0.0,78.0,0,405000.0,1,4,0,0
1,0,39,0,1,2,80.0,495000.0,172.0,2,395000.0,1,4,0,0
1,0,39,0,1,2,80.0,255000.0,51.0,17,205000.0,1,1,1,0
2,0,39,5,1,2,85.0,1155000.0,299.0,17,975000.0,1,4,0,0
1,0,39,3,1,6,101.01,185000.0,44.0,8,185000.0,1,4,1,0
1,0,39,0,1,1,113.95,365000.0,89.0,18,415000.0,1,4,1,0
1,0,39,0,1,2,80.0,455000.0,54.0,17,365000.0,1,4,1,0
1,0,39,0,1,1,97.97,295000.0,51.0,17,295000.0,0,4,1,0
1,0,39,0,1,0,58.58,605000.0,52.0,18,355000.0,1,8,0,0
1,0,39,0,1,2,70.04,255000.0,33.0,19,185000.0,1,1,1,0
2,0,39,0,1,0,85.0,695000.0,230.0,11,595000.0,1,4,1,0
1,0,39,0,1,1,80.0,345000.0,22.0,19,275000.0,0,5,1,0
1,0,39,5,1,0,80.0,655000.0,83.0,17,495000.0,1,1,1,0
2,0,39,0,1,2,80.0,785000.0,167.0,16,635000.0,0,4,0,0
1,0,39,0,1,2,80.0,155000.0,0.0,18,125000.0,1,4,0,0
1,0,39,0,1,1,100.85,295000.0,64.0,15,295000.0,1,4,1,0
1,0,39,0,1,1,96.5,255000.0,0.0,18,255000.0,1,4,0,0
1,0,39,1,1,1,90.67,375000.0,340.0,1,345000.0,1,4,1,0
1,0,39,0,1,1,96.5,135000.0,40.0,17,135000.0,0,4,0,0
1,0,39,0,1,0,95.39,475000.0,75.0,19,465000.0,2,5,0,0
2,0,39,5,1,1,53.64,905000.0,252.0,1,485000.0,0,4,0,0
1,0,39,0,1,0,75.0,135000.0,196.0,1,105000.0,1,4,0,0
1,0,39,0,1,1,97.0,225000.0,38.0,17,205000.0,0,4,0,0
1,0,39,3,1,6,101.01,115000.0,24.0,19,115000.0,2,5,0,0
1,0,39,0,1,0,96.0,305000.0,79.0,19,275000.0,2,5,1,0
1,0,39,0,1,1,100.65,235000.0,56.0,17,235000.0,0,4,1,0
1,0,39,0,1,2,96.46,275000.0,51.0,19,265000.0,1,4,0,0
2,0,39,5,1,0,78.06,985000.0,200.0,5,765000.0,1,4,1,0
1,0,39,0,1,0,107.04,285000.0,83.0,8,305000.0,0,4,0,0
1,0,39,0,1,6,95.97,185000.0,42.0,14,185000.0,2,5,0,0
1,0,39,1,1,1,95.0,85000.0,49.0,6,75000.0,1,4,1,0
1,0,39,0,1,1,95.0,125000.0,70.0,2,115000.0,2,5,0,0
1,0,39,0,1,0,75.0,155000.0,46.0,17,115000.0,1,1,0,0
1,0,39,0,1,2,95.0,205000.0,38.0,12,185000.0,0,4,1,0
1,0,39,0,1,2,105.38,205000.0,46.0,17,215000.0,1,2,1,0
1,0,39,0,1,0,140.65,55000.0,0.0,1,75000.0,1,4,0,0
1,0,39,1,1,1,80.0,295000.0,40.0,17,235000.0,1,1,1,0
1,0,39,0,1,0,96.5,145000.0,55.0,16,135000.0,1,4,0,0
1,0,39,0,1,2,80.0,315000.0,54.0,19,245000.0,1,4,1,0
1,0,39,1,1,2,90.0,235000.0,88.0,2,205000.0,1,4,0,0
1,0,39,0,1,2,95.0,325000.0,78.0,17,305000.0,0,4,0,0
1,0,39,0,1,0,95.0,215000.0,5.0,19,195000.0,1,4,0,0
1,0,39,0,1,1,90.0,355000.0,120.0,19,315000.0,1,4,0,0
1,0,39,0,1,1,81.85,135000.0,122.0,12,115000.0,1,4,0,0
1,0,39,0,1,0,90.0,175000.0,90.0,10,165000.0,1,4,1,0
1,0,39,0,1,0,96.5,285000.0,100.0,9,285000.0,1,2,1,0
1,0,39,0,1,1,97.0,205000.0,145.0,5,195000.0,1,0,0,0
1,0,39,0,1,2,59.52,635000.0,75.0,17,375000.0,1,4,0,0
1,0,39,0,1,0,95.0,645000.0,100.0,17,615000.0,2,2,1,0
2,0,39,5,1,0,80.0,1505000.0,-123.0,18,1205000.0,0,4,0,0
1,0,14,0,1,2,79.78,445000.0,94.0,17,355000.0,1,4,0,0
1,0,39,0,1,1,84.38,485000.0,83.0,16,415000.0,0,4,1,0
2,0,39,0,1,0,91.15,575000.0,305.0,1,525000.0,0,4,1,0
1,0,39,0,1,1,96.5,245000.0,40.0,17,235000.0,2,5,1,0
1,0,39,0,1,2,109.1,265000.0,66.0,17,295000.0,0,4,0,0
1,0,39,1,1,0,108.64,255000.0,89.0,1,275000.0,0,4,0,0
1,0,39,0,1,2,98.09,305000.0,113.0,1,295000.0,1,1,0,0
1,0,39,0,1,2,107.22,185000.0,55.0,17,195000.0,1,4,0,0
1,0,39,0,1,0,75.0,215000.0,204.0,16,165000.0,1,4,0,0
1,0,39,0,1,0,63.11,905000.0,106.0,17,565000.0,1,1,1,0
1,0,39,0,1,0,90.0,275000.0,56.0,17,255000.0,2,5,0,0
1,0,39,0,1,0,96.0,275000.0,85.0,15,255000.0,1,2,1,0
1,0,39,1,1,1,77.22,435000.0,52.0,17,335000.0,1,1,1,0
1,0,39,0,1,0,96.5,305000.0,33.0,19,295000.0,1,4,0,0
1,0,39,1,1,1,87.87,315000.0,69.0,5,275000.0,0,4,0,0
1,0,39,5,1,0,41.76,1305000.0,91.0,19,545000.0,1,4,1,0
1,0,39,1,1,1,80.0,685000.0,90.0,14,545000.0,1,4,1,0
1,0,39,0,1,1,107.78,185000.0,46.0,2,195000.0,0,4,0,0
1,0,39,0,1,0,80.0,645000.0,121.0,19,515000.0,1,2,1,0
1,0,39,0,1,0,60.91,555000.0,108.0,19,335000.0,0,4,0,0
1,0,39,1,1,1,95.0,255000.0,51.0,15,235000.0,2,5,0,0
1,0,39,0,1,2,97.0,115000.0,42.0,19,115000.0,1,4,1,0
1,0,39,0,1,1,97.74,275000.0,125.0,1,275000.0,1,2,1,0
1,0,39,0,1,1,98.16,235000.0,86.0,4,235000.0,2,5,0,0
1,0,39,0,1,1,94.24,235000.0,84.0,17,215000.0,0,4,0,0
1,0,39,0,1,2,96.5,705000.0,171.0,17,685000.0,1,4,0,0
1,0,39,0,1,1,97.0,165000.0,52.0,8,165000.0,1,4,1,0
1,0,39,0,1,2,97.14,215000.0,37.0,10,205000.0,1,4,1,0
1,0,39,1,1,2,83.93,285000.0,70.0,8,235000.0,1,4,0,0
1,0,39,0,1,2,100.45,335000.0,106.0,4,335000.0,0,4,0,0
1,0,39,0,1,0,95.0,345000.0,78.0,17,325000.0,1,1,0,0
1,0,39,0,1,0,102.0,95000.0,47.0,10,95000.0,1,4,1,0
1,0,39,0,1,2,84.49,495000.0,91.0,19,425000.0,1,4,1,0
1,0,14,0,1,2,80.0,245000.0,110.0,6,195000.0,1,4,0,0
2,0,39,0,1,2,90.0,535000.0,116.0,17,485000.0,1,5,0,0
1,0,39,1,1,1,99.07,325000.0,100.0,2,325000.0,0,4,0,0
1,0,39,0,1,1,100.16,235000.0,92.0,14,235000.0,0,4,1,0
1,0,39,1,1,1,85.0,365000.0,80.0,13,305000.0,1,1,0,0
1,0,39,0,1,2,96.5,335000.0,68.0,19,325000.0,1,4,0,0
1,0,39,1,1,1,95.0,425000.0,102.0,8,405000.0,0,4,0,0
1,0,39,0,1,1,107.22,185000.0,67.0,15,195000.0,1,4,0,0
1,0,39,5,1,0,96.9,235000.0,0.0,18,235000.0,0,4,0,0
1,0,39,0,1,0,83.57,355000.0,135.0,7,305000.0,2,5,0,0
1,0,39,0,1,1,97.0,235000.0,47.0,13,225000.0,0,4,0,0
1,0,39,0,1,2,96.5,295000.0,78.0,11,285000.0,1,4,1,0
1,0,39,0,1,1,90.34,115000.0,87.0,2,95000.0,2,5,0,0
1,0,39,0,1,0,96.5,175000.0,130.0,1,175000.0,2,5,1,0
1,0,39,0,1,0,97.0,175000.0,20.0,19,175000.0,2,5,1,0
1,0,39,1,1,0,97.0,405000.0,101.0,13,395000.0,2,5,1,0
1,0,39,0,1,2,96.5,135000.0,118.0,13,135000.0,1,4,0,0
1,0,39,0,1,2,96.5,325000.0,66.0,16,315000.0,1,2,0,0
1,0,39,0,1,0,97.0,225000.0,85.0,15,215000.0,1,2,1,0
1,0,39,1,1,1,97.0,115000.0,38.0,10,115000.0,1,4,1,0
1,0,39,0,1,0,78.89,185000.0,25.0,19,145000.0,1,4,0,0
1,0,39,0,1,0,80.0,95000.0,72.0,18,75000.0,1,4,0,0
1,0,39,1,1,1,102.59,295000.0,134.0,2,305000.0,1,2,0,0
1,0,39,1,1,2,72.97,375000.0,25.0,19,275000.0,0,4,0,0
1,0,39,1,1,1,83.88,225000.0,85.0,15,195000.0,1,4,0,0
1,0,39,0,1,0,96.5,345000.0,104.0,17,335000.0,2,5,1,0
1,0,39,0,1,0,96.5,145000.0,53.0,17,145000.0,2,4,0,0
1,0,39,1,1,1,53.26,465000.0,46.0,8,245000.0,1,4,1,0
1,0,39,1,1,1,96.11,265000.0,110.0,2,245000.0,1,4,0,0
1,0,39,0,1,2,86.94,525000.0,32.0,19,455000.0,1,1,0,0
1,0,39,0,1,1,53.88,245000.0,62.0,17,135000.0,1,4,0,0
1,0,39,0,1,6,97.0,195000.0,27.0,17,185000.0,0,4,1,0
1,0,39,0,1,1,103.38,165000.0,55.0,2,175000.0,1,4,1,0
1,0,39,0,1,0,95.0,95000.0,38.0,16,85000.0,1,2,1,0
1,0,39,0,1,0,100.54,235000.0,56.0,8,235000.0,0,4,0,0
1,0,39,0,1,1,90.99,235000.0,92.0,17,215000.0,1,4,0,0
1,0,39,0,1,1,97.0,175000.0,28.0,19,175000.0,1,2,1,0
1,0,39,0,1,2,51.2,885000.0,0.0,2,455000.0,1,4,1,0
1,0,39,0,1,0,85.0,365000.0,52.0,13,315000.0,1,4,0,0
2,0,39,0,1,2,90.0,665000.0,169.0,13,595000.0,1,4,0,0
1,0,39,0,1,2,88.7,345000.0,31.0,19,305000.0,1,4,1,0
1,0,39,0,1,0,85.82,675000.0,99.0,15,575000.0,2,5,0,0
1,0,39,0,1,0,96.5,155000.0,131.0,2,155000.0,1,4,1,0
1,0,39,1,1,1,97.0,245000.0,62.0,19,225000.0,1,4,0,0
1,0,39,0,1,0,80.0,225000.0,32.0,12,185000.0,0,4,0,0
1,0,39,1,1,1,93.6,165000.0,53.0,11,155000.0,1,4,1,0
1,0,39,0,1,2,74.09,215000.0,35.0,7,165000.0,0,4,1,0
1,0,39,0,1,1,85.0,265000.0,52.0,19,235000.0,2,5,1,0
1,0,39,0,1,2,100.0,105000.0,48.0,16,105000.0,1,4,0,0
1,0,39,0,1,2,96.5,265000.0,64.0,17,255000.0,1,4,0,0
1,0,39,0,1,0,97.76,225000.0,120.0,4,215000.0,1,4,1,0
1,0,39,0,1,2,80.0,725000.0,118.0,17,575000.0,1,4,0,0
2,0,39,5,1,1,85.52,805000.0,142.0,19,685000.0,1,4,0,0
1,0,39,0,1,2,96.5,195000.0,50.0,2,195000.0,1,4,0,0
1,0,39,0,1,0,68.63,255000.0,112.0,17,175000.0,1,1,0,0
1,0,39,0,1,0,96.5,95000.0,0.0,18,95000.0,1,4,0,0
1,0,39,0,1,2,97.47,195000.0,41.0,17,185000.0,1,4,0,0
1,0,39,0,1,0,80.0,395000.0,107.0,12,315000.0,2,5,0,0
1,0,39,0,1,1,100.0,335000.0,57.0,19,335000.0,1,2,0,0
1,0,39,0,1,2,96.5,155000.0,26.0,17,155000.0,1,2,1,0
1,0,39,0,1,1,84.21,195000.0,32.0,2,165000.0,1,2,1,0
1,0,39,0,1,1,90.0,295000.0,105.0,2,255000.0,1,2,1,0
1,0,39,1,1,1,95.74,255000.0,41.0,19,245000.0,1,2,0,0
1,0,14,0,1,1,278.4,35000.0,88.0,1,105000.0,2,5,0,0
1,0,39,1,1,2,97.0,255000.0,25.0,19,185000.0,0,4,0,0
1,0,39,0,1,1,96.5,135000.0,48.0,13,125000.0,1,4,0,0
1,0,39,0,1,0,80.0,495000.0,66.0,19,395000.0,1,1,0,0
1,0,39,0,1,2,108.14,295000.0,110.0,2,315000.0,0,4,0,0
1,0,39,0,1,1,84.53,265000.0,66.0,17,225000.0,1,4,1,0
1,0,39,0,1,0,97.0,95000.0,31.0,16,95000.0,0,4,1,0
1,0,39,3,1,6,99.52,115000.0,30.0,6,115000.0,1,5,1,0
1,0,39,0,1,2,80.36,285000.0,492.0,18,225000.0,0,4,0,0
1,0,39,0,1,0,58.67,675000.0,39.0,1,395000.0,1,4,1,0
2,0,39,5,1,2,80.0,1265000.0,221.0,6,1005000.0,1,4,0,0
1,0,39,0,1,2,96.5,255000.0,100.0,5,245000.0,2,2,0,0
1,0,39,0,1,0,96.5,255000.0,32.0,19,255000.0,1,4,1,0
1,0,39,0,1,1,120.65,145000.0,58.0,13,175000.0,1,4,0,0
1,0,39,1,1,1,79.47,575000.0,103.0,19,455000.0,1,1,1,0
1,0,39,0,1,0,80.0,695000.0,66.0,19,555000.0,1,0,0,0
1,0,39,0,1,6,97.0,395000.0,149.0,1,385000.0,1,2,1,0
2,0,39,0,1,1,90.0,595000.0,-21.0,18,535000.0,0,4,0,0
1,0,39,1,1,2,45.46,225000.0,3.0,19,105000.0,0,4,1,0
1,0,39,1,1,6,95.71,315000.0,83.0,19,305000.0,1,1,0,0
1,0,39,0,1,2,73.88,925000.0,160.0,19,675000.0,2,5,1,0
1,0,39,0,1,2,98.14,265000.0,75.0,17,265000.0,0,4,1,0
1,0,39,0,1,1,96.5,185000.0,30.0,19,175000.0,1,4,1,0
1,0,39,0,1,1,89.1,375000.0,129.0,16,335000.0,1,4,0,0
1,0,39,0,1,2,95.0,375000.0,5.0,19,355000.0,0,4,0,0
1,0,39,0,1,2,84.87,575000.0,101.0,17,495000.0,1,4,0,0
1,0,14,1,1,2,69.57,205000.0,32.0,18,145000.0,1,1,0,0
1,0,14,0,1,1,71.2,185000.0,134.0,19,135000.0,1,4,0,0
1,0,39,0,1,1,97.14,445000.0,90.0,17,365000.0,1,4,0,0
1,0,39,0,1,1,98.8,165000.0,48.0,14,165000.0,1,2,1,0
1,0,39,1,1,1,79.96,265000.0,38.0,12,215000.0,2,5,0,0
1,0,39,0,1,0,96.5,235000.0,72.0,3,235000.0,1,2,0,0
1,0,39,0,1,0,90.0,305000.0,-3.0,18,275000.0,2,5,0,0
1,0,39,0,1,2,90.0,425000.0,82.0,19,385000.0,1,4,1,0
1,0,39,0,1,0,105.51,305000.0,84.0,11,325000.0,0,4,0,0
1,0,39,0,1,1,104.43,315000.0,60.0,7,335000.0,1,4,1,0
1,0,39,0,1,0,80.0,175000.0,16.0,19,145000.0,0,4,0,0
1,0,14,1,1,1,44.79,485000.0,160.0,1,215000.0,1,1,0,0
1,0,24,0,1,1,106.76,205000.0,70.0,6,225000.0,1,4,1,0
2,0,39,0,1,0,90.0,635000.0,97.0,16,565000.0,0,4,0,0
1,0,39,0,1,0,80.0,265000.0,45.0,17,205000.0,1,4,1,0
1,0,39,0,1,0,55.46,1305000.0,76.0,19,725000.0,1,1,0,0
1,0,39,0,1,0,91.73,225000.0,103.0,7,205000.0,1,1,0,0
1,0,39,0,1,2,78.57,525000.0,119.0,1,415000.0,0,4,0,0
1,0,39,0,1,6,84.09,445000.0,-7.0,18,375000.0,0,4,0,0
1,0,39,0,1,2,55.6,335000.0,32.0,7,185000.0,0,4,0,0
1,0,39,0,1,1,100.0,395000.0,60.0,19,405000.0,1,2,0,0
1,0,39,1,1,0,96.0,355000.0,84.0,13,335000.0,1,4,0,0
1,0,39,1,1,1,95.07,675000.0,126.0,2,565000.0,1,4,0,0
1,0,39,0,1,1,100.0,395000.0,96.0,15,405000.0,2,5,0,0
1,0,39,0,1,0,97.0,175000.0,38.0,17,155000.0,1,4,0,0
1,0,39,5,1,2,91.08,375000.0,0.0,18,345000.0,0,4,1,0
1,0,39,0,1,1,104.77,125000.0,37.0,11,135000.0,1,2,0,0
1,0,39,1,1,0,92.77,415000.0,41.0,19,385000.0,1,4,0,0
1,0,39,3,1,1,101.01,145000.0,40.0,12,145000.0,1,4,0,0
1,0,39,1,1,2,85.0,435000.0,104.0,5,365000.0,1,1,0,0
2,0,39,0,1,2,95.0,645000.0,159.0,2,585000.0,1,1,0,0
1,0,14,0,1,0,80.0,455000.0,104.0,19,365000.0,0,4,0,0
1,0,39,1,1,2,80.92,435000.0,85.0,16,355000.0,0,4,1,0
1,0,39,1,1,2,97.0,305000.0,17.0,19,295000.0,0,4,1,0
1,0,39,0,1,1,95.0,135000.0,28.0,19,135000.0,1,0,1,0
1,0,39,0,1,2,102.93,375000.0,95.0,14,395000.0,1,2,0,0
1,0,39,1,1,1,79.59,495000.0,86.0,17,395000.0,1,4,1,0
2,0,39,0,1,2,100.39,515000.0,125.0,9,515000.0,1,4,0,0
1,0,39,1,1,1,97.0,265000.0,55.0,2,195000.0,1,4,1,0
1,0,39,0,1,0,103.23,225000.0,37.0,17,225000.0,0,4,0,0
1,0,39,0,1,0,121.16,115000.0,33.0,8,135000.0,1,1,0,0
1,0,39,0,1,1,85.11,365000.0,65.0,14,305000.0,0,4,1,0
1,0,39,0,1,2,95.0,265000.0,99.0,1,235000.0,1,4,0,0
1,0,39,0,1,1,72.41,725000.0,92.0,17,525000.0,1,1,0,0
1,0,39,0,1,2,74.15,415000.0,136.0,3,305000.0,1,4,1,0
1,0,39,1,1,1,88.58,395000.0,135.0,8,345000.0,1,4,0,0
1,0,39,1,1,2,97.0,105000.0,26.0,19,95000.0,0,4,0,0
1,0,39,0,1,1,96.4,225000.0,34.0,17,205000.0,0,4,0,0
1,0,39,0,1,2,82.9,155000.0,51.0,17,125000.0,1,2,1,0
1,0,39,1,1,1,97.0,415000.0,88.0,8,405000.0,1,1,0,0
1,0,39,1,1,2,91.25,405000.0,83.0,16,365000.0,2,5,1,0
1,0,39,0,1,2,85.33,695000.0,92.0,11,585000.0,0,4,0,0
1,0,39,0,1,1,80.0,425000.0,102.0,8,345000.0,0,4,0,0
1,0,39,0,1,2,100.46,145000.0,45.0,12,145000.0,0,4,0,0
1,0,39,1,1,0,72.17,115000.0,38.0,17,85000.0,1,4,0,0
1,0,39,0,1,0,100.0,205000.0,30.0,11,195000.0,1,4,0,0
2,0,39,0,1,2,79.59,795000.0,100.0,19,625000.0,1,4,0,0
1,0,39,1,1,6,97.0,185000.0,84.0,5,175000.0,0,4,0,0
1,0,39,0,1,0,88.74,295000.0,120.0,1,265000.0,1,4,0,0
1,0,39,0,1,1,105.23,335000.0,97.0,4,345000.0,1,1,0,0
1,0,39,0,1,0,96.5,335000.0,57.0,19,325000.0,0,4,1,0
1,0,39,0,1,0,99.35,165000.0,42.0,17,175000.0,0,4,0,0
1,0,39,0,1,0,69.83,175000.0,209.0,17,125000.0,1,4,0,0
1,0,39,0,1,0,74.99,95000.0,133.0,2,75000.0,1,4,1,0
1,0,39,0,1,0,96.5,265000.0,45.0,17,255000.0,2,5,1,0
2,0,39,0,1,1,79.5,805000.0,349.0,1,645000.0,2,4,0,0
1,0,39,0,1,0,47.31,465000.0,37.0,17,225000.0,1,5,1,0
