conforming_loan_limit,preapproval,loan_term,aus_1,applicant_age,applicant_credit_score_type,combined_loan_to_value_ratio,property_value,income,debt_to_income_ratio,loan_amount,applicant_ethnicity_1,applicant_race_1,applicant_sex,action_taken
1,0,39,5,4,2,44.11,165000.0,21.0,19,25000.0,1,2,1,0
1,0,39,5,2,2,53.6,305000.0,217.0,1,25000.0,4,4,0,0
1,0,39,5,2,2,78.66,215000.0,65.0,2,25000.0,0,4,0,0
1,0,39,5,3,2,28.57,175000.0,40.0,12,55000.0,1,2,0,0
1,0,39,5,0,2,57.61,175000.0,5.0,19,25000.0,0,5,1,0
1,0,39,5,7,0,57.92,235000.0,40.0,17,45000.0,1,4,1,0
1,0,39,5,0,2,32.52,125000.0,86.0,2,45000.0,4,16,1,0
1,0,39,5,3,2,29.41,85000.0,23.0,19,25000.0,1,2,0,0
1,0,39,5,2,2,21.65,165000.0,55.0,1,35000.0,1,4,0,0
1,0,39,5,2,2,73.64,1305000.0,450.0,2,105000.0,1,4,0,0
1,0,39,5,2,2,79.8,435000.0,134.0,3,65000.0,1,4,1,0
1,0,39,5,4,0,55.56,185000.0,15.0,19,25000.0,1,2,1,0
1,0,39,5,3,0,74.89,425000.0,58.0,19,125000.0,0,4,0,0
1,0,39,5,2,2,74.68,265000.0,124.0,1,35000.0,7,4,0,0
1,0,39,5,2,2,69.93,1105000.0,420.0,2,75000.0,1,4,0,0
1,0,39,5,2,0,79.13,115000.0,127.0,1,65000.0,1,2,0,0
1,0,39,5,4,0,46.21,305000.0,43.0,17,55000.0,1,4,1,0
1,0,39,5,1,2,75.64,385000.0,128.0,16,55000.0,1,7,0,0
1,0,39,5,3,0,67.25,395000.0,163.0,2,65000.0,1,4,1,0
1,0,39,5,1,0,72.46,65000.0,95.0,2,55000.0,1,14,1,0
1,0,39,5,3,0,77.76,145000.0,75.0,1,55000.0,1,4,0,0
1,0,39,5,1,2,79.98,415000.0,155.0,14,75000.0,0,4,0,0
1,0,39,5,2,0,16.67,155000.0,71.0,2,25000.0,7,16,0,0
1,0,39,5,3,0,84.02,345000.0,111.0,9,105000.0,1,4,0,0
1,0,39,5,4,2,65.77,325000.0,94.0,17,25000.0,7,4,0,0
1,0,39,5,3,0,91.15,175000.0,40.0,19,55000.0,1,2,0,0
1,0,39,5,2,0,27.03,195000.0,48.0,11,25000.0,4,16,0,0
1,0,39,5,3,2,67.95,285000.0,201.0,13,105000.0,1,2,0,0
1,0,39,5,2,0,79.44,165000.0,121.0,17,75000.0,1,2,1,0
1,0,39,5,7,0,25.0,105000.0,32.0,19,25000.0,7,16,0,0
1,0,39,5,2,2,89.13,155000.0,41.0,19,45000.0,2,5,1,0
1,0,39,5,2,2,12.56,195000.0,55.0,1,25000.0,0,5,1,0
1,0,39,5,2,2,79.38,255000.0,189.0,2,35000.0,1,12,0,0
1,0,39,5,3,2,100.16,235000.0,193.0,1,25000.0,1,4,0,0
1,0,39,5,0,0,70.57,255000.0,0.0,19,65000.0,1,2,0,0
1,0,39,5,4,0,75.21,135000.0,56.0,17,25000.0,1,4,0,0
1,0,39,5,2,2,77.99,445000.0,260.0,2,65000.0,1,4,0,0
1,0,39,5,2,0,30.0,105000.0,40.0,19,35000.0,0,5,1,0
1,0,39,5,2,2,79.86,145000.0,203.0,12,35000.0,7,4,1,0
1,0,39,5,3,2,79.86,145000.0,203.0,4,35000.0,0,16,0,0
1,0,39,5,1,2,79.62,205000.0,76.0,2,25000.0,0,16,0,0
1,0,39,5,2,0,79.26,575000.0,239.0,17,105000.0,1,4,0,0
1,0,39,5,4,2,50.0,245000.0,75.0,12,125000.0,1,4,1,0
1,0,39,5,2,2,75.32,275000.0,57.0,17,55000.0,1,4,1,0
1,0,39,5,4,2,10.46,235000.0,62.0,2,25000.0,0,4,1,0
1,0,39,5,7,0,76.73,225000.0,32.0,19,55000.0,4,4,0,0
1,0,39,5,2,2,77.11,85000.0,50.0,17,65000.0,0,4,0,0
1,0,39,5,4,2,105.41,95000.0,50.0,12,65000.0,1,2,0,0
1,0,39,5,4,2,74.56,225000.0,30.0,19,55000.0,1,1,0,0
1,0,39,5,7,0,35.0,205000.0,37.0,1,75000.0,7,4,0,0
1,0,39,5,3,2,15.63,165000.0,75.0,18,25000.0,1,2,1,0
1,0,39,5,4,0,67.66,155000.0,90.0,15,25000.0,7,4,0,0
1,0,39,5,2,0,77.02,455000.0,190.0,17,105000.0,1,4,0,0
1,0,39,5,0,2,78.53,305000.0,87.0,1,55000.0,1,4,0,0
1,0,39,5,1,2,88.89,95000.0,85.0,19,85000.0,2,5,1,0
1,0,39,5,3,0,59.92,415000.0,62.0,17,55000.0,1,4,1,0
1,0,39,5,7,0,62.0,255000.0,23.0,19,25000.0,1,16,0,0
1,0,39,5,4,2,45.12,275000.0,107.0,1,55000.0,1,4,0,0
1,0,39,5,3,2,78.48,355000.0,91.0,19,25000.0,1,5,0,0
1,0,39,5,3,2,17.24,145000.0,29.0,12,25000.0,1,2,0,0
1,0,39,5,4,0,71.85,165000.0,27.0,19,35000.0,1,2,1,0
1,0,39,5,3,0,62.09,425000.0,80.0,17,55000.0,1,4,1,0
1,0,39,5,4,0,66.14,175000.0,47.0,11,35000.0,1,2,0,0
1,0,39,5,4,2,25.0,405000.0,40.0,19,105000.0,1,4,0,0
1,0,39,5,2,2,79.6,445000.0,169.0,7,75000.0,1,4,1,0
1,0,39,5,3,0,51.08,115000.0,30.0,17,55000.0,0,16,0,0
1,0,39,5,3,2,69.41,195000.0,0.0,19,35000.0,0,4,0,0
1,0,39,5,2,2,33.52,305000.0,114.0,2,55000.0,0,5,0,0
1,0,39,5,3,2,16.03,265000.0,61.0,19,25000.0,4,16,1,0
1,0,39,5,0,6,0.0,135000.0,40.0,0,135000.0,1,4,0,1
1,0,39,5,1,6,0.0,375000.0,163.0,0,305000.0,1,4,1,1
1,0,39,5,3,6,0.0,325000.0,96.0,0,265000.0,1,4,0,1
1,0,39,5,4,0,77.72,105000.0,41.0,2,25000.0,0,4,0,0
1,0,39,5,1,0,23.44,125000.0,31.0,19,35000.0,0,4,1,0
1,0,39,5,2,2,58.71,385000.0,106.0,2,155000.0,7,16,1,0
1,0,39,5,3,2,33.33,125000.0,48.0,1,45000.0,0,4,0,0
1,0,39,5,1,6,0.0,105000.0,34.0,0,95000.0,1,2,0,1
1,0,39,5,3,6,0.0,335000.0,134.0,0,305000.0,1,4,0,1
1,0,39,5,1,6,0.0,335000.0,61.0,0,225000.0,1,1,0,1
1,0,39,5,3,1,42.86,265000.0,24.0,10,25000.0,1,4,0,0
1,0,39,5,3,1,91.79,415000.0,146.0,11,205000.0,1,4,1,0
1,0,39,5,3,1,27.4,735000.0,35.0,19,205000.0,1,4,1,0
1,0,39,5,4,1,68.2,395000.0,51.0,19,25000.0,7,4,1,0
1,0,39,5,1,1,80.0,555000.0,252.0,1,445000.0,7,4,0,0
1,0,39,5,1,1,82.68,225000.0,56.0,15,15000.0,1,16,1,0
1,0,39,5,4,1,36.86,315000.0,85.0,1,25000.0,1,4,1,0
1,0,39,5,1,1,79.41,205000.0,53.0,17,25000.0,1,8,1,0
1,0,39,5,1,1,81.07,375000.0,0.0,19,85000.0,7,4,0,0
1,0,39,5,2,1,80.0,505000.0,24.0,19,405000.0,2,5,0,0
1,0,39,5,1,1,86.43,325000.0,103.0,2,25000.0,1,4,1,0
1,0,39,5,4,1,52.99,335000.0,68.0,19,55000.0,1,4,0,0
1,0,39,5,3,1,76.95,425000.0,68.0,17,105000.0,0,4,0,0
1,0,39,5,1,1,86.48,335000.0,72.0,8,35000.0,0,16,0,0
1,0,39,5,3,1,47.79,185000.0,39.0,8,55000.0,1,4,1,0
1,0,39,5,3,1,50.09,475000.0,66.0,19,105000.0,1,4,1,0
1,0,39,5,3,1,78.31,495000.0,152.0,4,95000.0,1,4,0,0
1,0,39,5,3,1,11.11,275000.0,64.0,17,35000.0,4,16,0,0
1,0,39,5,3,1,79.77,405000.0,76.0,17,125000.0,1,4,0,0
1,0,39,5,1,1,80.12,405000.0,116.0,2,35000.0,1,4,0,0
1,0,39,5,2,1,41.41,1105000.0,143.0,2,55000.0,1,4,0,0
1,0,39,5,2,1,69.91,355000.0,46.0,11,35000.0,1,2,1,0
1,0,39,5,1,1,65.76,325000.0,58.0,19,25000.0,0,5,0,0
1,0,39,5,2,1,78.31,495000.0,226.0,1,95000.0,1,4,1,0
1,0,39,5,1,1,88.69,475000.0,56.0,19,55000.0,1,4,1,0
1,0,39,5,4,1,30.71,185000.0,23.0,19,15000.0,0,5,0,0
1,0,39,5,4,1,17.39,905000.0,68.0,17,155000.0,1,4,0,0
1,0,39,5,4,1,58.66,305000.0,27.0,19,35000.0,7,4,0,0
1,0,39,5,0,1,77.93,255000.0,31.0,19,35000.0,1,4,1,0
1,0,0,5,3,2,50.0,125000.0,3865.0,18,65000.0,2,4,1,0
1,0,39,5,2,1,77.24,405000.0,89.0,17,135000.0,1,10,1,0
1,0,39,5,3,1,37.59,505000.0,66.0,14,55000.0,1,4,1,0
1,0,39,5,4,1,26.0,805000.0,37.0,19,205000.0,1,4,1,0
1,0,39,5,0,6,17.78,455000.0,130.0,18,85000.0,7,4,0,0
1,0,39,5,0,1,77.43,325000.0,123.0,14,15000.0,1,4,1,0
1,0,39,5,2,1,69.37,205000.0,20.0,19,15000.0,1,4,1,0
1,0,39,5,1,1,78.88,185000.0,56.0,7,45000.0,1,4,1,0
1,0,39,5,2,1,50.72,605000.0,60.0,19,15000.0,1,4,1,0
1,0,39,5,1,1,81.27,475000.0,179.0,15,75000.0,1,5,0,0
1,0,39,5,2,1,49.78,305000.0,80.0,11,35000.0,1,4,1,0
1,0,39,5,2,1,78.97,755000.0,165.0,11,255000.0,1,11,0,0
1,0,39,5,3,1,79.9,285000.0,35.0,19,85000.0,1,3,0,0
1,0,39,5,0,1,80.08,375000.0,11.0,19,65000.0,7,4,0,0
1,0,39,5,0,1,100.83,575000.0,225.0,1,75000.0,1,4,0,0
1,0,39,5,1,1,80.15,605000.0,0.0,19,195000.0,1,4,0,0
1,0,39,5,4,6,61.54,265000.0,21.0,19,165000.0,1,4,0,0
1,0,39,5,1,1,79.21,345000.0,63.0,17,105000.0,1,4,0,0
1,0,39,5,1,1,76.6,235000.0,108.0,1,185000.0,1,4,1,0
1,0,39,5,0,1,73.99,285000.0,53.0,8,25000.0,0,5,1,0
1,0,39,5,2,1,78.84,395000.0,77.0,19,35000.0,1,4,1,0
1,0,39,5,2,1,78.39,135000.0,34.0,9,25000.0,1,4,1,0
1,0,39,5,1,1,81.29,195000.0,45.0,19,55000.0,2,5,0,0
1,0,39,5,2,1,26.96,485000.0,45.0,19,55000.0,1,4,1,0
1,0,39,5,1,1,79.48,355000.0,62.0,17,45000.0,1,4,0,0
1,0,39,5,7,1,67.11,255000.0,27.0,19,55000.0,1,4,1,0
1,0,39,5,1,1,72.41,195000.0,0.0,19,55000.0,0,4,0,0
1,0,39,5,1,1,79.5,565000.0,70.0,17,35000.0,1,4,0,0
1,0,39,5,3,1,34.23,265000.0,8.0,19,85000.0,0,4,1,0
1,0,39,5,0,1,58.24,325000.0,65.0,7,55000.0,1,4,1,0
1,0,39,5,4,1,14.66,905000.0,128.0,19,75000.0,2,5,0,0
1,0,39,5,3,1,53.59,275000.0,47.0,2,55000.0,7,4,1,0
1,0,39,5,0,1,67.85,335000.0,180.0,1,65000.0,1,4,1,0
1,0,39,5,2,1,95.59,215000.0,58.0,9,35000.0,1,4,1,0
1,0,39,5,7,1,75.0,385000.0,103.0,10,285000.0,7,4,0,0
1,0,39,5,3,1,40.17,435000.0,55.0,19,55000.0,1,2,1,0
1,0,39,5,2,1,77.49,185000.0,40.0,1,15000.0,0,5,0,0
1,0,39,5,3,1,79.02,455000.0,0.0,19,105000.0,1,4,1,0
1,0,39,5,1,1,78.75,215000.0,113.0,1,25000.0,1,4,0,0
1,0,39,5,2,1,97.38,395000.0,200.0,1,105000.0,1,4,1,0
1,0,39,5,3,1,47.73,125000.0,23.0,14,25000.0,0,16,0,0
2,0,39,5,4,1,21.59,2405000.0,140.0,19,505000.0,1,4,0,0
1,0,39,5,3,1,51.53,145000.0,54.0,1,15000.0,1,4,1,0
1,0,39,5,2,1,25.33,515000.0,45.0,11,55000.0,1,16,1,0
1,0,39,5,1,1,79.85,325000.0,46.0,15,15000.0,1,4,0,0
1,0,39,5,2,1,54.31,1905000.0,324.0,9,135000.0,1,4,0,0
1,0,39,5,2,1,83.74,1305000.0,400.0,8,95000.0,1,4,1,0
1,0,39,5,3,1,78.61,225000.0,27.0,19,35000.0,1,16,0,0
1,0,39,5,1,1,76.45,505000.0,150.0,1,25000.0,1,4,1,0
1,0,39,5,2,1,67.29,355000.0,75.0,10,105000.0,1,4,0,0
1,0,39,5,0,1,78.8,155000.0,43.0,7,25000.0,7,4,0,0
1,0,39,5,2,1,70.73,385000.0,140.0,1,45000.0,1,4,1,0
1,0,39,5,2,1,62.57,205000.0,70.0,3,25000.0,1,5,0,0
1,0,39,5,1,1,74.08,325000.0,80.0,17,75000.0,2,5,0,0
1,0,39,5,3,1,49.7,505000.0,61.0,17,165000.0,1,4,0,0
1,0,39,5,3,1,36.83,275000.0,0.0,19,25000.0,0,16,0,0
1,0,39,5,2,1,79.85,465000.0,160.0,1,155000.0,1,1,1,0
1,0,39,5,0,0,61.94,445000.0,25.0,19,25000.0,1,4,1,0
1,0,39,5,2,1,60.97,295000.0,99.0,10,65000.0,0,0,0,0
1,0,39,5,0,1,83.43,155000.0,55.0,1,25000.0,1,4,0,0
1,0,39,5,1,1,78.83,195000.0,46.0,19,25000.0,0,16,1,0
1,0,39,5,2,1,97.53,505000.0,33.0,19,105000.0,7,4,0,0
2,0,39,5,1,1,73.37,1105000.0,73.0,19,305000.0,1,4,0,0
1,0,39,5,3,1,37.53,295000.0,36.0,13,35000.0,0,16,0,0
1,0,39,5,7,6,37.97,715000.0,64.0,17,155000.0,7,4,1,0
1,0,39,5,7,1,36.36,275000.0,20.0,19,105000.0,2,5,1,0
1,0,39,5,4,0,65.34,305000.0,90.0,13,35000.0,1,4,0,0
1,0,39,5,4,1,66.99,375000.0,41.0,19,25000.0,1,4,1,0
1,0,39,5,3,1,58.92,505000.0,132.0,2,105000.0,1,4,0,0
1,0,39,5,7,1,55.64,125000.0,49.0,4,25000.0,1,4,1,0
1,0,39,5,1,1,80.0,255000.0,74.0,17,205000.0,0,16,0,0
2,0,39,5,7,0,79.69,885000.0,164.0,19,395000.0,1,4,0,0
1,0,39,5,0,1,77.11,415000.0,103.0,17,65000.0,0,1,1,0
1,0,39,5,3,1,64.64,655000.0,76.0,17,105000.0,7,4,1,0
1,0,39,5,1,1,75.72,465000.0,0.0,19,55000.0,1,4,0,0
1,0,39,5,2,6,0.0,205000.0,46.0,0,185000.0,0,4,0,1
1,0,39,5,3,6,0.0,275000.0,54.0,0,165000.0,1,4,0,1
1,0,39,5,4,2,41.67,125000.0,42.0,1,55000.0,1,4,1,0
1,0,39,5,2,1,80.0,1105000.0,350.0,17,165000.0,1,4,0,0
1,0,39,5,0,1,89.29,285000.0,55.0,17,25000.0,1,4,0,0
1,0,39,5,2,6,0.0,215000.0,151.0,0,165000.0,0,4,0,1
1,0,39,5,3,6,0.0,475000.0,160.0,0,285000.0,1,4,0,1
1,0,39,5,0,2,91.38,195000.0,66.0,1,35000.0,1,16,0,0
1,0,39,5,3,2,39.95,135000.0,29.0,2,15000.0,1,4,0,0
1,0,39,5,1,0,50.0,65000.0,84.0,18,35000.0,1,2,0,0
1,0,39,5,2,2,53.15,405000.0,71.0,17,55000.0,1,4,1,0
1,0,39,5,7,2,41.32,125000.0,34.0,17,55000.0,1,4,0,0
1,0,39,5,7,2,33.33,155000.0,24.0,7,55000.0,7,16,0,0
1,0,39,5,3,2,78.13,165000.0,117.0,2,15000.0,1,4,0,0
1,0,39,5,3,2,7.14,215000.0,30.0,19,15000.0,1,4,0,0
1,0,39,5,3,2,70.76,255000.0,50.0,19,35000.0,1,4,0,0
1,0,39,5,3,2,51.76,285000.0,52.0,11,55000.0,4,5,0,0
1,0,39,5,1,2,16.21,245000.0,41.0,19,25000.0,1,4,0,0
1,0,39,5,7,2,28.85,205000.0,59.0,6,15000.0,1,4,1,0
1,0,39,5,3,2,6.25,245000.0,39.0,17,15000.0,7,4,0,0
1,0,39,5,3,2,79.72,175000.0,41.0,17,25000.0,1,4,1,0
1,0,39,5,2,2,82.13,255000.0,115.0,7,55000.0,1,4,1,0
1,0,39,5,2,2,63.78,205000.0,124.0,1,35000.0,1,4,1,0
1,0,39,5,3,2,63.26,305000.0,38.0,13,25000.0,1,4,1,0
1,0,39,5,2,2,80.0,105000.0,17.0,19,85000.0,0,5,0,0
1,0,39,5,3,2,61.51,145000.0,26.0,19,55000.0,1,4,1,0
1,0,39,5,4,2,33.9,235000.0,49.0,1,85000.0,7,4,1,0
1,0,39,5,2,2,90.27,45000.0,78.0,2,15000.0,1,2,1,0
1,0,39,5,2,2,75.0,245000.0,75.0,16,185000.0,1,4,0,0
1,0,39,5,3,2,53.57,115000.0,41.0,19,15000.0,1,2,1,0
1,0,39,5,1,2,79.88,225000.0,71.0,2,15000.0,1,4,0,0
1,0,39,5,3,2,52.36,605000.0,102.0,10,105000.0,1,4,0,0
1,0,39,5,7,2,63.44,35000.0,21.0,19,15000.0,1,2,1,0
1,0,39,5,3,2,57.33,385000.0,90.0,19,105000.0,1,4,1,0
1,0,39,5,3,2,74.67,405000.0,64.0,17,105000.0,7,4,0,0
1,0,39,5,1,2,79.84,255000.0,34.0,17,35000.0,1,13,1,0
1,0,39,5,4,2,52.2,185000.0,42.0,19,95000.0,7,4,0,0
1,0,39,5,1,2,82.69,455000.0,204.0,1,55000.0,1,1,0,0
1,0,39,5,3,2,25.0,205000.0,69.0,12,55000.0,1,4,0,0
1,0,39,5,0,2,86.07,165000.0,44.0,3,25000.0,1,16,1,0
1,0,39,5,3,2,100.9,115000.0,36.0,3,35000.0,1,4,1,0
1,0,39,5,1,2,86.04,205000.0,231.0,18,35000.0,1,4,0,0
1,0,39,5,3,2,77.69,115000.0,81.0,18,15000.0,7,4,0,0
1,0,39,5,2,2,182.03,35000.0,61.0,2,25000.0,1,2,0,0
1,0,39,5,0,2,90.57,205000.0,98.0,5,35000.0,0,2,0,0
1,0,39,5,4,2,44.97,375000.0,70.0,17,65000.0,1,4,0,0
1,0,39,5,3,2,64.52,155000.0,12.0,19,105000.0,1,16,0,0
1,0,39,5,2,2,91.92,175000.0,160.0,1,65000.0,1,4,1,0
1,0,39,5,3,2,70.0,105000.0,107.0,2,75000.0,1,4,0,0
1,0,39,5,1,2,92.68,115000.0,68.0,2,15000.0,1,4,1,0
1,0,39,5,3,2,73.85,125000.0,35.0,4,15000.0,7,4,1,0
1,0,39,5,3,2,88.27,155000.0,19.0,19,25000.0,1,4,0,0
1,0,39,5,3,0,77.74,115000.0,28.0,7,15000.0,7,4,0,0
1,0,39,5,3,2,20.0,505000.0,22.0,19,105000.0,1,4,0,0
1,0,39,5,7,2,55.56,45000.0,39.0,7,25000.0,1,2,1,0
1,0,39,5,2,2,72.53,95000.0,20.0,7,15000.0,7,4,0,0
1,0,39,5,2,2,72.42,515000.0,80.0,10,35000.0,7,4,0,0
1,0,39,5,1,2,69.57,175000.0,200.0,18,15000.0,1,4,0,0
1,0,39,5,3,2,21.02,605000.0,165.0,18,75000.0,1,4,1,0
1,0,39,5,2,2,36.64,165000.0,80.0,11,55000.0,7,4,0,0
1,0,39,5,3,2,87.05,145000.0,104.0,9,25000.0,1,4,1,0
1,0,39,5,7,2,66.67,105000.0,23.0,17,75000.0,1,4,1,0
1,0,39,5,0,2,75.47,25000.0,78.0,18,25000.0,1,0,0,0
1,0,39,5,1,2,57.97,65000.0,76.0,1,45000.0,1,4,0,0
1,0,39,5,1,2,72.69,225000.0,64.0,3,25000.0,1,4,0,0
1,0,39,5,4,2,40.0,255000.0,29.0,17,105000.0,1,4,1,0
1,0,39,5,1,2,78.46,185000.0,64.0,9,15000.0,7,4,1,0
1,0,39,5,4,2,33.85,195000.0,36.0,17,65000.0,1,4,0,0
1,0,39,5,4,2,22.62,425000.0,56.0,9,95000.0,7,4,1,0
1,0,39,5,1,2,50.16,115000.0,175.0,1,25000.0,1,2,0,0
1,0,39,5,1,2,67.27,155000.0,61.0,13,35000.0,1,4,0,0
1,0,39,5,2,2,79.88,305000.0,100.0,8,75000.0,2,4,0,0
1,0,39,5,0,2,98.33,135000.0,60.0,2,35000.0,1,4,0,0
1,0,39,5,3,2,27.4,145000.0,31.0,2,45000.0,1,4,1,0
1,0,39,5,0,2,79.71,115000.0,30.0,7,25000.0,1,4,0,0
1,0,39,5,3,2,88.14,525000.0,287.0,2,95000.0,1,2,0,0
1,0,39,5,2,2,105.5,165000.0,50.0,8,15000.0,1,2,0,0
1,0,39,5,0,2,106.25,135000.0,133.0,6,25000.0,1,4,0,0
1,0,39,5,2,2,100.0,105000.0,56.0,18,15000.0,1,4,0,0
1,0,39,5,0,2,79.95,135000.0,30.0,19,15000.0,1,4,0,0
1,0,39,5,4,2,69.5,275000.0,370.0,18,15000.0,0,1,0,0
1,0,39,5,2,2,78.36,395000.0,125.0,16,55000.0,1,2,1,0
1,0,39,5,3,6,26.32,55000.0,21.0,18,15000.0,7,4,0,0
1,0,39,5,2,2,80.89,195000.0,50.0,19,65000.0,1,4,0,0
1,0,39,5,3,2,63.42,195000.0,16.0,19,25000.0,1,5,0,0
1,0,39,5,2,2,76.3,275000.0,133.0,17,35000.0,0,4,1,0
1,0,39,5,3,2,79.17,105000.0,29.0,17,15000.0,7,4,1,0
1,0,39,5,2,2,79.79,195000.0,104.0,2,45000.0,1,2,1,0
1,0,39,5,3,2,74.36,235000.0,56.0,14,15000.0,1,4,1,0
1,0,39,5,7,2,58.43,85000.0,44.0,1,15000.0,1,2,1,0
1,0,39,5,3,2,66.09,135000.0,43.0,19,75000.0,7,4,0,0
1,0,39,5,3,2,78.71,75000.0,19.0,19,15000.0,1,4,1,0
1,0,39,5,7,2,57.14,45000.0,20.0,9,25000.0,1,4,0,0
1,0,39,5,3,2,79.17,105000.0,62.0,1,15000.0,7,4,1,0
1,0,39,5,2,2,80.51,405000.0,285.0,1,125000.0,1,4,1,0
1,0,39,5,2,2,49.62,175000.0,56.0,2,25000.0,1,4,1,0
1,0,39,5,3,2,15.15,335000.0,72.0,17,55000.0,1,4,1,0
1,0,39,5,3,2,96.46,125000.0,102.0,2,45000.0,1,4,1,0
1,0,39,5,2,2,75.16,225000.0,38.0,13,15000.0,1,4,1,0
1,0,39,5,3,2,76.82,115000.0,28.0,5,15000.0,1,4,0,0
1,0,39,5,3,2,48.93,505000.0,6.0,19,155000.0,1,4,0,0
1,0,39,5,2,2,68.18,25000.0,14.0,19,15000.0,7,2,1,0
1,0,39,5,2,2,85.4,185000.0,64.0,14,25000.0,1,4,1,0
1,0,39,5,1,2,71.7,155000.0,162.0,18,55000.0,1,4,1,0
1,0,39,5,2,2,68.88,425000.0,116.0,4,35000.0,1,4,0,0
1,0,39,5,3,2,34.25,145000.0,32.0,13,55000.0,1,16,1,0
1,0,39,5,1,2,79.43,355000.0,116.0,9,65000.0,1,4,0,0
1,0,39,5,0,2,63.74,185000.0,30.0,19,15000.0,1,4,0,0
1,0,39,5,2,2,109.31,85000.0,38.0,8,15000.0,1,4,0,0
1,0,39,5,4,2,40.88,235000.0,45.0,16,55000.0,1,4,1,0
1,0,39,5,3,2,49.67,605000.0,114.0,17,25000.0,1,4,0,0
1,0,39,5,2,2,133.13,135000.0,18.0,17,25000.0,7,4,1,0
1,0,39,5,4,2,87.46,55000.0,68.0,17,45000.0,1,2,0,0
1,0,39,5,3,2,64.03,275000.0,100.0,17,55000.0,1,4,0,0
1,0,39,5,3,2,50.54,315000.0,59.0,4,25000.0,1,4,0,0
1,0,39,5,2,2,56.18,85000.0,62.0,1,55000.0,1,4,0,0
1,0,39,5,3,2,69.7,335000.0,72.0,17,55000.0,1,4,1,0
1,0,39,5,3,2,77.04,295000.0,204.0,1,85000.0,1,4,0,0
1,0,39,5,3,2,77.04,295000.0,116.0,11,85000.0,1,4,0,0
1,0,39,5,4,2,81.43,305000.0,400.0,17,35000.0,1,4,0,0
1,0,39,5,1,2,80.07,195000.0,68.0,17,45000.0,7,4,1,0
1,0,39,5,4,2,75.98,235000.0,44.0,19,25000.0,1,4,1,0
1,0,39,5,3,2,70.31,175000.0,83.0,17,95000.0,7,4,0,0
1,0,39,5,4,2,79.02,165000.0,27.0,19,25000.0,1,4,0,0
1,0,39,5,3,2,25.0,105000.0,15.0,19,25000.0,1,4,1,0
1,0,39,5,2,2,82.65,175000.0,140.0,2,25000.0,1,4,1,0
1,0,39,5,3,2,12.88,235000.0,36.0,19,35000.0,1,4,1,0
1,0,39,5,4,2,60.98,45000.0,21.0,3,25000.0,7,2,1,0
1,0,39,5,4,2,38.46,65000.0,32.0,18,25000.0,1,4,1,0
1,0,39,5,0,2,82.88,215000.0,81.0,1,25000.0,1,4,1,0
1,0,39,5,1,2,69.56,255000.0,80.0,6,25000.0,1,4,1,0
1,0,39,5,3,2,65.96,305000.0,152.0,2,55000.0,1,4,1,0
1,0,39,5,4,2,59.47,195000.0,68.0,19,115000.0,7,4,0,0
1,0,39,5,3,0,72.64,145000.0,92.0,2,35000.0,1,4,0,0
1,0,39,5,3,2,69.74,225000.0,37.0,17,25000.0,1,4,1,0
1,0,39,5,1,2,69.56,255000.0,126.0,2,25000.0,1,4,1,0
1,0,39,5,2,2,67.22,125000.0,111.0,9,55000.0,1,2,1,0
1,0,39,5,4,2,75.35,245000.0,107.0,1,35000.0,1,4,1,0
1,0,39,5,3,2,80.0,155000.0,59.0,17,125000.0,1,16,1,0
1,0,39,5,3,6,79.24,125000.0,45.0,7,25000.0,1,4,1,0
1,0,14,5,2,6,0.0,185000.0,586.0,0,95000.0,1,1,0,1
1,0,39,5,3,6,0.0,365000.0,358.0,0,225000.0,1,4,0,1
1,0,39,5,3,6,0.0,1185000.0,211.0,0,385000.0,1,4,0,1
1,0,39,5,7,6,0.0,335000.0,81.0,0,185000.0,1,4,0,1
1,0,39,5,1,2,79.41,175000.0,60.0,4,25000.0,4,4,1,0
1,0,39,5,1,2,30.0,105000.0,31.0,11,35000.0,0,0,0,0
1,0,39,5,3,6,0.0,245000.0,58.0,0,195000.0,1,4,0,1
1,0,39,5,4,6,0.0,265000.0,13.0,0,75000.0,2,5,1,1
1,0,14,5,2,6,0.0,755000.0,699.0,0,235000.0,1,1,0,1
1,0,39,5,1,6,0.0,555000.0,131.0,0,445000.0,1,4,1,1
1,0,39,5,2,6,0.0,435000.0,122.0,0,345000.0,1,4,1,1
1,0,39,5,4,2,48.89,95000.0,51.0,17,45000.0,1,4,0,0
1,0,39,5,4,2,11.36,225000.0,12.0,19,25000.0,1,4,0,0
1,0,39,5,3,2,22.22,95000.0,43.0,1,25000.0,1,4,1,0
1,0,39,5,3,2,80.17,215000.0,0.0,19,25000.0,1,4,0,0
1,0,39,5,3,0,87.34,65000.0,57.0,1,15000.0,1,4,1,0
1,0,39,5,3,2,85.16,85000.0,62.0,1,15000.0,7,2,1,0
1,0,39,5,4,2,79.76,85000.0,30.0,17,65000.0,1,4,1,0
1,0,39,5,1,2,80.77,135000.0,109.0,4,25000.0,1,1,0,0
1,0,39,5,3,2,56.08,265000.0,72.0,5,25000.0,1,4,1,0
1,0,39,5,4,2,78.74,85000.0,31.0,19,15000.0,1,2,1,0
1,0,39,5,3,2,50.0,155000.0,62.0,1,75000.0,1,4,1,0
1,0,39,5,3,2,50.0,55000.0,32.0,2,25000.0,1,4,0,0
